path,key_tonic,key_mode,avg_tempo,num_notes,avg_pitch,instrument_count,time_signature
data/maestro/2011/MIDI-Unprocessed_10_R1_2011_MID--AUDIO_R1-D4_02_Track02_wav.midi,D,minor,120.0,4920,63.3150406504065,1,4/4
data/maestro/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,C#,major,120.0,2236,65.52236135957067,1,4/4
data/maestro/2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_03_Track03_wav.midi,G,minor,120.0,5313,64.94993412384717,1,4/4
data/maestro/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.midi,G#,minor,120.0,1720,61.52325581395349,1,4/4
data/maestro/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_10_Track10_wav.midi,C#,major,120.0,1853,59.43119266055046,1,4/4
data/maestro/2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_06_Track06_wav.midi,F#,minor,120.0,12330,70.00016220600162,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_06_Track06_wav.midi,F,major,120.0,5881,67.32052372045571,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_03_Track03_wav.midi,B-,major,120.0,1511,66.17604235605559,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_05_Track05_wav.midi,B-,major,120.0,2210,69.6420814479638,1,4/4
data/maestro/2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_03_Track03_wav.midi,C,minor,120.0,7775,62.81942122186495,1,4/4
data/maestro/2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_15_Track15_wav.midi,A-,major,120.0,5810,66.52220309810671,1,4/4
data/maestro/2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav.midi,F,minor,120.0,4770,67.56037735849057,1,4/4
data/maestro/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.midi,A,major,120.0,5159,67.69141306454739,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_04_Track04_wav.midi,A,minor,120.0,3375,67.664,1,4/4
data/maestro/2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_04_Track04_wav.midi,E,major,120.0,4739,73.06372652458325,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_03_Track03_wav.midi,B-,minor,120.0,3034,67.24423203691497,1,4/4
data/maestro/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_05_Track05_wav.midi,C#,minor,120.0,2436,63.77504105090312,1,4/4
data/maestro/2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.midi,D,minor,120.0,2055,61.93722627737226,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_13_Track13_wav.midi,E-,major,120.0,3484,67.77611940298507,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_02_Track02_wav.midi,A,minor,120.0,2109,61.26220957799905,1,4/4
data/maestro/2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_04_Track04_wav.midi,F,major,120.0,2371,69.09784900885703,1,4/4
data/maestro/2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_03_Track03_wav.midi,C#,major,120.0,5537,71.1852988983204,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_05_Track05_wav.midi,G,minor,120.0,4692,64.65515771526002,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_04_Track04_wav.midi,E-,minor,120.0,3617,70.19574232789604,1,4/4
data/maestro/2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.midi,C#,minor,120.0,2885,60.8315424610052,1,4/4
data/maestro/2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_03_Track03_wav.midi,A,minor,120.0,3623,62.49240960529948,1,4/4
data/maestro/2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_10_Track10_wav.midi,G,major,120.0,2307,66.48764629388816,1,4/4
data/maestro/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_08_Track08_wav.midi,F,minor,120.0,6584,61.922691373025515,1,4/4
data/maestro/2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.midi,B-,major,120.0,4621,58.78965591863233,1,4/4
data/maestro/2011/MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_09_Track09_wav.midi,B-,major,120.0,2092,67.16061185468452,1,4/4
data/maestro/2011/MIDI-Unprocessed_10_R1_2011_MID--AUDIO_R1-D4_05_Track05_wav.midi,A,major,120.0,5462,68.6631270596851,1,4/4
data/maestro/2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_02_Track02_wav.midi,A,minor,120.0,1630,59.423312883435585,1,4/4
data/maestro/2011/MIDI-Unprocessed_16_R2_2011_MID--AUDIO_R2-D4_08_Track08_wav.midi,F#,major,120.0,8161,60.434750643303516,1,4/4
data/maestro/2011/MIDI-Unprocessed_23_R3_2011_MID--AUDIO_R3-D8_05_Track05_wav.midi,D,minor,120.0,8315,60.92687913409501,1,4/4
data/maestro/2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_13_Track13_wav.midi,A,minor,120.0,3520,67.85994318181818,1,4/4
data/maestro/2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_04_Track04_wav.midi,C,major,120.0,6970,61.443472022955525,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_18_Track18_wav.midi,B-,minor,120.0,3484,73.98794489092997,1,4/4
data/maestro/2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_13_Track13_wav.midi,D,minor,120.0,3228,60.55638166047088,1,4/4
data/maestro/2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_13_Track13_wav.midi,E-,major,120.0,4223,63.60502012787118,1,4/4
data/maestro/2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_08_Track08_wav.midi,D,minor,120.0,3121,60.991989746876,1,4/4
data/maestro/2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_06_Track06_wav.midi,G,minor,120.0,7857,69.12002036400662,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_03_Track03_wav.midi,F#,major,120.0,6370,75.57676609105181,1,4/4
data/maestro/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.midi,G#,minor,120.0,2773,62.79300396682294,1,4/4
data/maestro/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_08_Track08_wav.midi,C,major,120.0,6894,61.63533507397737,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_14_Track14_wav.midi,F,minor,120.0,6514,63.548510899600856,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_06_Track06_wav.midi,C#,major,120.0,2219,65.78774222622803,1,4/4
data/maestro/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_04_Track04_wav.midi,F,minor,120.0,6772,61.7309509746013,1,4/4
data/maestro/2011/MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_10_Track10_wav.midi,F#,minor,120.0,3178,71.10541220893644,1,4/4
data/maestro/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.midi,A,minor,120.0,1772,61.26354401805869,1,4/4
data/maestro/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_10_Track10_wav.midi,G,minor,120.0,5308,65.09155990957046,1,4/4
data/maestro/2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_12_Track12_wav.midi,A,minor,120.0,3255,63.14869431643625,1,4/4
data/maestro/2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_15_Track15_wav.midi,F,minor,120.0,6499,62.05354669949223,1,4/4
data/maestro/2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_02_Track02_wav.midi,D,minor,120.0,8194,61.213082743470835,1,4/4
data/maestro/2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_05_Track05_wav.midi,E-,major,120.0,1624,68.55357142857143,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_06_Track06_wav.midi,E,minor,120.0,2962,61.64517218095881,1,4/4
data/maestro/2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.midi,A,minor,120.0,3226,63.21946683199008,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_03_Track03_wav.midi,C,minor,120.0,7537,63.13188271195436,1,4/4
data/maestro/2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_03_Track03_wav.midi,A-,major,120.0,2518,62.65687053216839,1,4/4
data/maestro/2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_06_Track06_wav.midi,C,minor,120.0,9996,67.83503401360544,1,4/4
data/maestro/2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_15_Track15_wav.midi,E,minor,120.0,5177,64.22426115510913,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_03_Track03_wav.midi,F,minor,120.0,6291,62.693371483071054,1,4/4
data/maestro/2011/MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.midi,B-,major,120.0,6894,64.28923701769655,1,4/4
data/maestro/2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_05_Track05_wav.midi,C#,major,120.0,1960,71.91734693877551,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_17_Track17_wav.midi,C#,minor,120.0,2629,72.21072651198175,1,4/4
data/maestro/2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_04_Track04_wav.midi,C,minor,120.0,7647,62.65385118347064,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.midi,F,minor,120.0,6371,64.02275937843352,1,4/4
data/maestro/2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_11_Track11_wav.midi,A-,major,120.0,6597,61.51523419736244,1,4/4
data/maestro/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_09_Track09_wav.midi,C#,minor,120.0,2349,64.22051936994465,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_09_Track09_wav.midi,B-,major,120.0,5333,63.3208325520345,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_03_Track03_wav.midi,E-,major,120.0,2971,64.02659037361158,1,4/4
data/maestro/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_02_Track02_wav.midi,F#,major,120.0,1522,65.17082785808147,1,4/4
data/maestro/2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_04_Track04_wav.midi,D,minor,120.0,7941,61.04936405994207,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_08_Track08_wav.midi,C,major,120.0,5300,61.56471698113207,1,4/4
data/maestro/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_08_Track08_wav.midi,C,major,120.0,7017,61.55137523158045,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_15_Track15_wav.midi,C#,major,120.0,2301,64.20165145588875,1,4/4
data/maestro/2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_08_Track08_wav.midi,D,minor,120.0,2345,61.26908315565032,1,4/4
data/maestro/2011/MIDI-Unprocessed_16_R3_2011_MID--AUDIO_R3-D5_02_Track02_wav.midi,D,minor,120.0,8221,61.115679357742366,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_05_Track05_wav.midi,B,minor,120.0,1452,55.03374655647383,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_07_Track07_wav.midi,E,minor,120.0,2522,64.97739888977003,1,4/4
data/maestro/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_11_Track11_wav.midi,D,minor,120.0,1553,56.70766258853831,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_02_Track02_wav.midi,C#,minor,120.0,1138,61.69683655536028,1,4/4
data/maestro/2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.midi,A-,major,120.0,3207,63.15746803866542,1,4/4
data/maestro/2011/MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_11_Track11_wav.midi,A-,major,120.0,4980,63.83373493975903,1,4/4
data/maestro/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_04_Track04_wav.midi,D,major,120.0,2309,67.73105240363793,1,4/4
data/maestro/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_09_Track09_wav.midi,A,minor,120.0,3480,67.89597701149425,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_04_Track04_wav.midi,B-,major,120.0,4185,63.56535244922342,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_04_Track04_wav.midi,B-,minor,120.0,6500,64.34307692307692,1,4/4
data/maestro/2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_08_Track08_wav.midi,B-,major,120.0,4218,63.55144618302513,1,4/4
data/maestro/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_03_Track03_wav.midi,B,major,120.0,3975,63.47773584905661,1,4/4
data/maestro/2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi,F#,major,120.0,2983,56.85652028159571,1,4/4
data/maestro/2011/MIDI-Unprocessed_10_R1_2011_MID--AUDIO_R1-D4_04_Track04_wav.midi,F#,minor,120.0,2123,66.59632595383891,1,4/4
data/maestro/2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.midi,B-,minor,120.0,2063,64.33155598642753,1,4/4
data/maestro/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.midi,A,minor,120.0,1755,61.22849002849003,1,4/4
data/maestro/2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_11_Track11_wav.midi,B-,minor,120.0,3589,74.00055725828922,1,4/4
data/maestro/2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_10_Track10_wav.midi,C#,minor,120.0,1921,57.595002602811036,1,4/4
data/maestro/2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_09_Track09_wav.midi,F#,major,120.0,4192,67.40577290076335,1,4/4
data/maestro/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_02_Track02_wav.midi,G,minor,120.0,2500,62.474,1,4/4
data/maestro/2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_05_Track05_wav.midi,A,minor,120.0,2643,64.51872871736663,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_02_Track02_wav.midi,E-,minor,120.0,2011,62.48533068125311,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_07_Track07_wav.midi,C#,major,120.0,1311,53.382151029748286,1,4/4
data/maestro/2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.midi,E-,major,120.0,3733,63.98339137422984,1,4/4
data/maestro/2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_12_Track12_wav.midi,A,minor,120.0,4176,66.26724137931035,1,4/4
data/maestro/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.midi,C,minor,120.0,1538,62.11313394018205,1,4/4
data/maestro/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_03_Track03_wav.midi,C,minor,120.0,2296,58.650261324041814,1,4/4
data/maestro/2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_11_Track11_wav.midi,F,minor,120.0,1289,60.34134988363072,1,4/4
data/maestro/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,B,minor,120.0,6607,61.783260178598454,1,4/4
data/maestro/2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_07_Track07_wav.midi,C#,major,120.0,2327,64.27417275461968,1,4/4
data/maestro/2011/MIDI-Unprocessed_23_R3_2011_MID--AUDIO_R3-D8_03_Track03_wav.midi,F#,major,120.0,1256,56.214171974522294,1,4/4
data/maestro/2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_03_Track03_wav.midi,A,minor,120.0,3338,67.48232474535651,1,4/4
data/maestro/2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_09_Track09_wav.midi,F,major,120.0,5891,68.33186216262095,1,4/4
data/maestro/2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_10_Track10_wav.midi,C#,major,120.0,3015,65.19137645107794,1,4/4
data/maestro/2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_02_Track02_wav.midi,C,minor,120.0,7654,62.7896524692971,1,4/4
data/maestro/2011/MIDI-Unprocessed_16_R2_2011_MID--AUDIO_R2-D4_09_Track09_wav.midi,F#,major,120.0,2828,57.00777934936351,1,4/4
data/maestro/2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.midi,E,major,120.0,2814,65.77114427860697,1,4/4
data/maestro/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_03_Track03_wav.midi,D,major,120.0,1082,60.11460258780037,1,4/4
data/maestro/2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_08_Track08_wav.midi,E,major,120.0,447,58.87695749440716,1,4/4
data/maestro/2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_09_Track09_wav.midi,E-,major,120.0,5709,70.4697845507094,1,4/4
data/maestro/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_15_Track15_wav.midi,D,major,120.0,3700,61.402432432432434,1,4/4
data/maestro/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.midi,D,major,120.0,1612,64.12282878411911,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_07_Track07_wav.midi,G,minor,120.0,9538,66.34147620046132,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_08_Track08_wav.midi,C#,major,120.0,2360,65.97669491525424,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_04_Track04_wav.midi,D,minor,120.0,8035,60.94399502177971,1,4/4
data/maestro/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_02_Track02_wav.midi,B-,major,120.0,2348,69.83901192504258,1,4/4
data/maestro/2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_09_Track09_wav.midi,F,minor,120.0,1555,61.23408360128617,1,4/4
data/maestro/2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_02_Track02_wav.midi,D,minor,120.0,1802,62.71587125416204,1,4/4
data/maestro/2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.midi,C#,major,120.0,2293,64.19145224596598,1,4/4
data/maestro/2009/MIDI-Unprocessed_19_R2_2009_01_ORIG_MID--AUDIO_19_R2_2009_19_R2_2009_03_WAV.midi,B,minor,120.0,2987,62.89286909943087,1,4/4
data/maestro/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_04_WAV.midi,F,minor,120.0,7540,61.19297082228117,1,4/4
data/maestro/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi,B-,minor,120.0,3297,67.58689717925387,1,4/4
data/maestro/2009/MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_01_WAV.midi,C,minor,120.0,4711,64.08660581617491,1,4/4
data/maestro/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.midi,A-,major,120.0,3275,58.95633587786259,1,4/4
